year,league,division,team,wins,losses,winning_percentage,games_back
1976,American League,East,Boston Red Sox,83,79,0.5123456790123457,15½
1976,American League,East,Detroit Tigers,74,87,0.45962732919254656,.460
1976,American League,West,Texas Rangers,76,86,0.4691358024691358,.469
