year,league,division,team,wins,losses,winning_percentage,games_back
1990,American League,East,Boston Red Sox,88,74,0.5432098765432098,"$21,843,333"
1990,American League,East,Detroit Tigers,79,83,0.4876543209876543,"$18,248,738"
1990,American League,West,Texas Rangers,83,79,0.5123456790123457,"$12,617,333"
