year,league,division,team,wins,losses,winning_percentage,games_back
1997,American League,East,Detroit Tigers,79,83,0.4876543209876543,"$20,985,500"
1997,American League,East,Boston Red Sox,78,84,0.48148148148148145,"$40,611,351"
1997,American League,West,Texas Rangers,77,85,0.47530864197530864,"$44,591,013"
