year,league,division,team,wins,losses,winning_percentage,games_back
1992,American League,East,Detroit Tigers,75,87,0.46296296296296297,"$29,479,830"
1992,American League,East,Boston Red Sox,73,89,0.4506172839506173,"$41,887,250"
1992,American League,West,Texas Rangers,77,85,0.47530864197530864,"$25,323,000"
