year,league,division,team,wins,losses,winning_percentage,games_back
2002,American League,East,Boston Red Sox,93,69,0.5740740740740741,"$108,366,060"
2002,American League,Central,Detroit Tigers,55,106,0.3416149068322981,"$55,048,000"
2002,American League,West,Texas Rangers,72,90,0.4444444444444444,"$105,302,124"
