year,league,division,team,wins,losses,winning_percentage,games_back
2011,American League,East,Tampa Bay Rays,91,71,0.5617283950617284,"$41,053,571"
2011,American League,East,Boston Red Sox,90,72,0.5555555555555556,"$161,762,475"
2011,American League,Central,Detroit Tigers,95,67,0.5864197530864198,"$105,700,231"
2011,American League,West,Texas Rangers,96,66,0.5925925925925926,"$92,299,264"
