year,league,division,team,wins,losses,winning_percentage,games_back
1977,American League,East,Boston Red Sox,97,64,0.6024844720496895,2½
1977,American League,East,Detroit Tigers,74,88,0.4567901234567901,.457
1977,American League,West,Texas Rangers,94,68,0.5802469135802469,.580
