year,league,division,team,wins,losses,winning_percentage,games_back
2010,American League,East,Tampa Bay Rays,96,66,0.5925925925925926,"$71,923,471"
2010,American League,East,Boston Red Sox,89,73,0.5493827160493827,"$162,747,333"
2010,American League,Central,Detroit Tigers,81,81,0.5,"$122,864,929"
2010,American League,West,Texas Rangers,90,72,0.5555555555555556,"$55,250,545"
