year,league,division,team,wins,losses,winning_percentage,games_back
1991,American League,East,Detroit Tigers,84,78,0.5185185185185185,"$24,169,179"
1991,American League,East,Boston Red Sox,84,78,0.5185185185185185,"$35,501,537"
1991,American League,West,Texas Rangers,85,77,0.5246913580246914,"$22,525,314"
