year,league,division,team,wins,losses,winning_percentage,games_back
1982,National League,West,San Francisco Giants,87,75,0.5370370370370371,.537
1982,National League,West,San Diego Padres,81,81,0.5,.500
1982,National League,West,Houston Astros,77,85,0.47530864197530864,.475
1982,National League,West,Cincinnati Reds,61,101,0.3765432098765432,.377
1983,National League,East,Pittsburgh Pirates,84,78,0.5185185185185185,.519
1983,National League,East,Chicago Cubs,71,91,0.4382716049382716,.438
1983,National League,West,Houston Astros,85,77,0.5246913580246914,.525
1983,National League,West,San Diego Padres,81,81,0.5,.500
1983,National League,West,San Francisco Giants,79,83,0.4876543209876543,.488
1983,National League,West,Cincinnati Reds,74,88,0.4567901234567901,.457
1984,National League,East,Chicago Cubs,96,65,0.5962732919254659,.596
1984,National League,East,Pittsburgh Pirates,75,87,0.46296296296296297,21½
1984,National League,West,San Diego Padres,92,70,0.5679012345679012,.568
1984,National League,West,Houston Astros,80,82,0.49382716049382713,.494
1984,National League,West,Cincinnati Reds,70,92,0.43209876543209874,.432
1984,National League,West,San Francisco Giants,66,96,0.4074074074074074,.407
1985,National League,East,Chicago Cubs,77,84,0.4782608695652174,"$13,478,225"
1985,National League,East,Pittsburgh Pirates,57,104,0.35403726708074534,"$10,223,945"
1985,National League,West,Cincinnati Reds,89,72,0.5527950310559007,"$9,258,848"
1985,National League,West,San Diego Padres,83,79,0.5123456790123457,"$9,801,052"
1985,National League,West,Houston Astros,83,79,0.5123456790123457,"$10,153,335"
1985,National League,West,San Francisco Giants,62,100,0.38271604938271603,"$7,777,945"
1986,National League,East,Chicago Cubs,70,90,0.4375,"$16,904,832"
1986,National League,East,Pittsburgh Pirates,64,98,0.3950617283950617,"$10,231,500"
1986,National League,West,Houston Astros,96,66,0.5925925925925926,"$10,368,276"
1986,National League,West,Cincinnati Reds,86,76,0.5308641975308642,"$11,785,036"
1986,National League,West,San Francisco Giants,83,79,0.5123456790123457,"$8,682,000"
1986,National League,West,San Diego Padres,74,88,0.4567901234567901,"$11,897,522"
1987,National League,East,Pittsburgh Pirates,80,82,0.49382716049382713,"$7,589,500"
1987,National League,East,Chicago Cubs,76,85,0.4720496894409938,"$12,968,026"
1987,National League,West,San Francisco Giants,90,72,0.5555555555555556,"$10,628,000"
1987,National League,West,Cincinnati Reds,84,78,0.5185185185185185,"$8,536,500"
1987,National League,West,Houston Astros,76,86,0.4691358024691358,"$11,508,371"
1987,National League,West,San Diego Padres,65,97,0.4012345679012346,"$10,484,429"
1988,National League,East,Pittsburgh Pirates,85,75,0.53125,"$8,647,500"
1988,National League,East,Chicago Cubs,77,86,0.4723926380368098,"$12,849,333"
1988,National League,West,Cincinnati Reds,87,74,0.5403726708074534,"$9,998,833"
1988,National League,West,San Diego Padres,83,78,0.515527950310559,"$10,978,168"
1988,National League,West,San Francisco Giants,83,79,0.5123456790123457,"$12,332,000"
1988,National League,West,Houston Astros,82,80,0.5061728395061729,"$13,565,576"
1989,National League,East,Chicago Cubs,93,69,0.5740740740740741,"$12,167,000"
1989,National League,East,Pittsburgh Pirates,74,88,0.4567901234567901,"$12,463,000"
1989,National League,West,San Francisco Giants,92,70,0.5679012345679012,"$17,255,083"
1989,National League,West,San Diego Padres,89,73,0.5493827160493827,"$14,004,000"
1989,National League,West,Houston Astros,86,76,0.5308641975308642,"$16,761,625"
1989,National League,West,Cincinnati Reds,75,87,0.46296296296296297,"$12,257,000"
1990,National League,East,Pittsburgh Pirates,95,67,0.5864197530864198,"$14,740,000"
1990,National League,East,Chicago Cubs,77,85,0.47530864197530864,"$13,654,500"
1990,National League,West,Cincinnati Reds,91,71,0.5617283950617284,"$14,870,166"
1990,National League,West,San Francisco Giants,85,77,0.5246913580246914,"$18,804,272"
1990,National League,West,San Diego Padres,75,87,0.46296296296296297,"$16,677,834"
1990,National League,West,Houston Astros,75,87,0.46296296296296297,"$17,123,000"
1991,National League,East,Pittsburgh Pirates,98,64,0.6049382716049383,"$25,288,666"
1991,National League,East,Chicago Cubs,77,83,0.48125,"$26,568,867"
1991,National League,West,San Diego Padres,84,78,0.5185185185185185,"$23,323,558"
1991,National League,West,San Francisco Giants,75,87,0.46296296296296297,"$32,111,053"
1991,National League,West,Cincinnati Reds,74,88,0.4567901234567901,"$26,224,166"
1991,National League,West,Houston Astros,65,97,0.4012345679012346,"$12,009,514"
1992,National League,East,Pittsburgh Pirates,96,66,0.5925925925925926,"$32,444,320"
1992,National League,East,Chicago Cubs,78,84,0.48148148148148145,"$31,798,680"
1992,National League,West,Cincinnati Reds,90,72,0.5555555555555556,"$36,471,500"
1992,National League,West,San Diego Padres,82,80,0.5061728395061729,"$25,781,500"
1992,National League,West,Houston Astros,81,81,0.5,"$14,671,500"
1992,National League,West,San Francisco Giants,72,90,0.4444444444444444,"$31,712,170"
1993,National League,East,Chicago Cubs,84,78,0.5185185185185185,"$36,005,976"
1993,National League,East,Pittsburgh Pirates,75,87,0.46296296296296297,"$24,318,667"
1993,National League,West,San Francisco Giants,103,59,0.6358024691358025,"$36,342,322"
1993,National League,West,Houston Astros,85,77,0.5246913580246914,"$30,130,233"
1993,National League,West,Cincinnati Reds,73,89,0.4506172839506173,"$41,641,387"
1993,National League,West,San Diego Padres,61,101,0.3765432098765432,"$12,842,333"
1994,National League,Central,Cincinnati Reds,66,48,0.5789473684210527,"$41,458,042"
1994,National League,Central,Houston Astros,66,49,0.5739130434782609,"$33,092,500"
1994,National League,Central,Pittsburgh Pirates,53,61,0.4649122807017544,"$21,503,250"
1994,National League,Central,Chicago Cubs,49,64,0.4336283185840708,"$32,456,333"
1994,National League,West,San Francisco Giants,55,60,0.4782608695652174,"$42,260,538"
1994,National League,West,San Diego Padres,47,70,0.4017094017094017,"$13,774,268"
1995,National League,Central,Cincinnati Reds,85,59,0.5902777777777778,"$47,739,109"
1995,National League,Central,Houston Astros,76,68,0.5277777777777778,"$33,614,668"
1995,National League,Central,Chicago Cubs,73,71,0.5069444444444444,"$36,797,696"
1995,National League,Central,Pittsburgh Pirates,58,86,0.4027777777777778,"$17,665,833"
1995,National League,West,San Diego Padres,70,74,0.4861111111111111,"$25,008,834"
1995,National League,West,San Francisco Giants,67,77,0.4652777777777778,"$33,798,683"
1996,National League,Central,Houston Astros,82,80,0.5061728395061729,"$29,613,000"
1996,National League,Central,Cincinnati Reds,81,81,0.5,"$43,696,946"
1996,National League,Central,Chicago Cubs,76,86,0.4691358024691358,"$32,605,000"
1996,National League,Central,Pittsburgh Pirates,73,89,0.4506172839506173,"$16,994,160"
1996,National League,West,San Diego Padres,91,71,0.5617283950617284,"$33,376,026"
1996,National League,West,San Francisco Giants,68,94,0.41975308641975306,"$34,646,793"
1997,National League,Central,Houston Astros,84,78,0.5185185185185185,"$34,932,500"
1997,National League,Central,Pittsburgh Pirates,79,83,0.4876543209876543,"$15,124,166"
1997,National League,Central,Cincinnati Reds,76,86,0.4691358024691358,"$38,206,000"
1997,National League,Central,Chicago Cubs,68,94,0.41975308641975306,"$30,791,000"
1997,National League,West,San Francisco Giants,90,72,0.5555555555555556,"$43,067,378"
1997,National League,West,San Diego Padres,76,86,0.4691358024691358,"$32,765,172"
1998,National League,Central,Houston Astros,102,60,0.6296296296296297,"$48,354,000"
1998,National League,Central,Chicago Cubs,90,73,0.5521472392638037,"$51,061,000"
1998,National League,Central,Cincinnati Reds,77,85,0.47530864197530864,"$20,707,333"
1998,National League,Central,Pittsburgh Pirates,69,93,0.42592592592592593,"$13,695,000"
1998,National League,West,San Diego Padres,98,64,0.6049382716049383,"$53,081,166"
1998,National League,West,San Francisco Giants,89,74,0.5460122699386503,"$47,939,715"
1998,National League,West,Arizona Diamondbacks,65,97,0.4012345679012346,"$32,814,500"
1999,National League,Central,Houston Astros,97,65,0.5987654320987654,"$56,389,000"
1999,National League,Central,Cincinnati Reds,96,67,0.588957055214724,"$38,031,285"
1999,National League,Central,Pittsburgh Pirates,78,83,0.484472049689441,"$23,682,420"
1999,National League,Central,Chicago Cubs,67,95,0.41358024691358025,"$55,419,648"
1999,National League,West,Arizona Diamondbacks,100,62,0.6172839506172839,"$70,046,818"
1999,National League,West,San Francisco Giants,86,76,0.5308641975308642,"$45,991,934"
1999,National League,West,San Diego Padres,74,88,0.4567901234567901,"$46,507,179"
2000,National League,Central,Cincinnati Reds,85,77,0.5246913580246914,"$46,867,200"
2000,National League,Central,Houston Astros,72,90,0.4444444444444444,"$51,289,111"
2000,National League,Central,Pittsburgh Pirates,69,93,0.42592592592592593,"$28,928,333"
2000,National League,Central,Chicago Cubs,65,97,0.4012345679012346,"$60,539,333"
2000,National League,West,San Francisco Giants,97,65,0.5987654320987654,"$53,737,826"
2000,National League,West,Arizona Diamondbacks,85,77,0.5246913580246914,"$81,027,333"
2000,National League,West,San Diego Padres,76,86,0.4691358024691358,"$54,821,000"
2001,National League,Central,Houston Astros,93,69,0.5740740740740741,"$60,382,667"
2001,National League,Central,Chicago Cubs,88,74,0.5432098765432098,"$64,015,833"
2001,National League,Central,Cincinnati Reds,66,96,0.4074074074074074,"$45,227,882"
2001,National League,Central,Pittsburgh Pirates,62,100,0.38271604938271603,"$52,698,333"
2001,National League,West,Arizona Diamondbacks,92,70,0.5679012345679012,"$81,206,513"
2001,National League,West,San Francisco Giants,90,72,0.5555555555555556,"$63,332,667"
2001,National League,West,San Diego Padres,79,83,0.4876543209876543,"$38,333,117"
2002,National League,Central,Houston Astros,84,78,0.5185185185185185,"$63,448,417"
2002,National League,Central,Cincinnati Reds,78,84,0.48148148148148145,"$45,050,390"
2002,National League,Central,Pittsburgh Pirates,72,89,0.4472049689440994,"$42,323,598"
2002,National League,Central,Chicago Cubs,67,95,0.41358024691358025,"$75,690,833"
2002,National League,West,Arizona Diamondbacks,98,64,0.6049382716049383,"$102,820,000"
2002,National League,West,San Francisco Giants,95,66,0.5900621118012422,"$78,299,835"
2002,National League,West,San Diego Padres,66,96,0.4074074074074074,"$41,425,000"
2003,National League,Central,Chicago Cubs,88,74,0.5432098765432098,"$79,868,333"
2003,National League,Central,Houston Astros,87,75,0.5370370370370371,"$71,040,000"
2003,National League,Central,Pittsburgh Pirates,75,87,0.46296296296296297,"$54,812,429"
2003,National League,Central,Cincinnati Reds,69,93,0.42592592592592593,"$59,355,667"
2003,National League,West,San Francisco Giants,100,61,0.6211180124223602,"$82,852,167"
2003,National League,West,Arizona Diamondbacks,84,78,0.5185185185185185,"$80,640,333"
2003,National League,West,San Diego Padres,64,98,0.3950617283950617,"$47,928,000"
2004,National League,Central,Houston Astros,92,70,0.5679012345679012,"$74,666,303"
2004,National League,Central,Chicago Cubs,89,73,0.5493827160493827,"$91,101,667"
2004,National League,Central,Cincinnati Reds,76,86,0.4691358024691358,"$43,067,858"
2004,National League,Central,Pittsburgh Pirates,72,89,0.4472049689440994,"$32,227,929"
2004,National League,West,San Francisco Giants,91,71,0.5617283950617284,"$82,019,167"
2004,National League,West,San Diego Padres,87,75,0.5370370370370371,"$54,639,503"
2004,National League,West,Arizona Diamondbacks,51,111,0.3148148148148148,"$70,204,984"
2005,National League,Central,Houston Astros,89,73,0.5493827160493827,"$76,779,000"
2005,National League,Central,Chicago Cubs,79,83,0.4876543209876543,"$87,032,933"
2005,National League,Central,Cincinnati Reds,73,89,0.4506172839506173,"$61,892,583"
2005,National League,Central,Pittsburgh Pirates,67,95,0.41358024691358025,"$38,133,000"
2005,National League,West,San Diego Padres,82,80,0.5061728395061729,"$63,290,833"
2005,National League,West,Arizona Diamondbacks,77,85,0.47530864197530864,"$62,329,166"
2005,National League,West,San Francisco Giants,75,87,0.46296296296296297,"$90,199,500"
2006,National League,Central,Houston Astros,82,80,0.5061728395061729,"$92,551,503"
2006,National League,Central,Cincinnati Reds,80,82,0.49382716049382713,"$60,909,519"
2006,National League,Central,Pittsburgh Pirates,67,95,0.41358024691358025,"$46,717,750"
2006,National League,Central,Chicago Cubs,66,96,0.4074074074074074,"$94,424,499"
2006,National League,West,San Diego Padres,88,74,0.5432098765432098,"$69,896,141"
2006,National League,West,San Francisco Giants,76,85,0.4720496894409938,"$90,056,419"
2006,National League,West,Arizona Diamondbacks,76,86,0.4691358024691358,"$59,684,226"
2007,National League,Central,Chicago Cubs,85,77,0.5246913580246914,"$99,670,332"
2007,National League,Central,Houston Astros,73,89,0.4506172839506173,"$87,759,000"
2007,National League,Central,Cincinnati Reds,72,90,0.4444444444444444,"$68,904,980"
2007,National League,Central,Pittsburgh Pirates,68,94,0.41975308641975306,"$38,537,833"
2007,National League,West,Arizona Diamondbacks,90,72,0.5555555555555556,"$52,067,546"
2007,National League,West,San Diego Padres,89,74,0.5460122699386503,"$58,110,567"
2007,National League,West,San Francisco Giants,71,91,0.4382716049382716,"$90,219,056"
2008,National League,Central,Chicago Cubs,97,64,0.6024844720496895,"$118,595,833"
2008,National League,Central,Houston Astros,86,75,0.5341614906832298,"$88,930,415"
2008,National League,Central,Cincinnati Reds,74,88,0.4567901234567901,"$74,277,685"
2008,National League,Central,Pittsburgh Pirates,67,95,0.41358024691358025,"$49,365,283"
2008,National League,West,Arizona Diamondbacks,82,80,0.5061728395061729,"$66,202,713"
2008,National League,West,San Francisco Giants,72,90,0.4444444444444444,"$76,904,500"
2008,National League,West,San Diego Padres,63,99,0.3888888888888889,"$73,677,617"
2009,National League,Central,Chicago Cubs,83,78,0.515527950310559,"$134,809,000"
2009,National League,Central,Cincinnati Reds,78,84,0.48148148148148145,"$73,558,500"
2009,National League,Central,Houston Astros,74,88,0.4567901234567901,"$102,996,414"
2009,National League,Central,Pittsburgh Pirates,62,99,0.38509316770186336,"$48,693,001"
2009,National League,West,San Francisco Giants,88,74,0.5432098765432098,"$82,616,450"
2009,National League,West,San Diego Padres,75,87,0.46296296296296297,"$43,734,200"
2009,National League,West,Arizona Diamondbacks,70,92,0.43209876543209874,"$73,516,666"
2010,National League,Central,Cincinnati Reds,91,71,0.5617283950617284,"$72,386,544"
2010,National League,Central,Houston Astros,76,86,0.4691358024691358,"$92,355,500"
2010,National League,Central,Chicago Cubs,75,87,0.46296296296296297,"$146,859,000"
2010,National League,Central,Pittsburgh Pirates,57,105,0.35185185185185186,"$34,943,000"
2010,National League,West,San Francisco Giants,92,70,0.5679012345679012,"$97,828,833"
2010,National League,West,San Diego Padres,90,72,0.5555555555555556,"$37,799,300"
2010,National League,West,Arizona Diamondbacks,65,97,0.4012345679012346,"$60,718,167"
2011,National League,Central,Cincinnati Reds,79,83,0.4876543209876543,"$75,947,134"
2011,National League,Central,Pittsburgh Pirates,72,90,0.4444444444444444,"$45,047,000"
2011,National League,Central,Chicago Cubs,71,91,0.4382716049382716,"$125,047,329"
2011,National League,Central,Houston Astros,56,106,0.345679012345679,"$70,694,000"
2011,National League,West,Arizona Diamondbacks,94,68,0.5802469135802469,"$53,639,833"
2011,National League,West,San Francisco Giants,86,76,0.5308641975308642,"$118,198,333"
2011,National League,West,San Diego Padres,71,91,0.4382716049382716,"$45,869,140"
2012,National League,Central,Cincinnati Reds,97,65,0.5987654320987654,"$82,203,616"
2012,National League,Central,Pittsburgh Pirates,79,83,0.4876543209876543,"$63,431,999"
2012,National League,Central,Chicago Cubs,61,101,0.3765432098765432,"$88,197,033"
2012,National League,Central,Houston Astros,55,107,0.3395061728395062,"$60,651,000"
2012,National League,West,San Francisco Giants,94,68,0.5802469135802469,"$117,620,683"
2012,National League,West,Arizona Diamondbacks,81,81,0.5,"$74,284,833"
2012,National League,West,San Diego Padres,76,86,0.4691358024691358,"$55,244,700"
2013,National League,Central,Pittsburgh Pirates,94,68,0.5802469135802469,$
2013,National League,Central,Cincinnati Reds,90,72,0.5555555555555556,$
2013,National League,Central,Chicago Cubs,66,96,0.4074074074074074,$
2013,National League,West,Arizona Diamondbacks,81,81,0.5,$
2013,National League,West,San Diego Padres,76,86,0.4691358024691358,$
2013,National League,West,San Francisco Giants,76,86,0.4691358024691358,$
2014,National League,Central,Pittsburgh Pirates,88,74,0.5432098765432098,"$78,111,667"
2014,National League,Central,Cincinnati Reds,76,86,0.4691358024691358,"$112,390,772"
2014,National League,Central,Chicago Cubs,73,89,0.4506172839506173,"$89,007,857"
2014,National League,West,San Francisco Giants,88,74,0.5432098765432098,"$154,185,878"
2014,National League,West,San Diego Padres,77,85,0.47530864197530864,"$90,094,196"
2014,National League,West,Arizona Diamondbacks,64,98,0.3950617283950617,"$112,688,666"
2015,National League,Central,Pittsburgh Pirates,98,64,0.6049382716049383,.605
2015,National League,Central,Chicago Cubs,97,65,0.5987654320987654,.599
2015,National League,Central,Cincinnati Reds,64,98,0.3950617283950617,.395
2015,National League,West,San Francisco Giants,84,78,0.5185185185185185,.519
2015,National League,West,Arizona Diamondbacks,79,83,0.4876543209876543,.488
2015,National League,West,San Diego Padres,74,88,0.4567901234567901,.457
2016,National League,Central,Chicago Cubs,103,58,0.639751552795031,--
2016,National League,Central,Pittsburgh Pirates,78,83,0.484472049689441,.484
2016,National League,Central,Cincinnati Reds,68,94,0.41975308641975306,35.5
2016,National League,West,San Francisco Giants,87,75,0.5370370370370371,.537
2016,National League,West,Arizona Diamondbacks,69,93,0.42592592592592593,.426
2016,National League,West,San Diego Padres,68,94,0.41975308641975306,.420
2017,National League,Central,Chicago Cubs,92,70,0.5679012345679012,--
2017,National League,Central,Pittsburgh Pirates,75,87,0.46296296296296297,17.0
2017,National League,Central,Cincinnati Reds,68,94,0.41975308641975306,24.0
2017,National League,West,Arizona Diamondbacks,93,69,0.5740740740740741,11.0
2017,National League,West,San Diego Padres,71,91,0.4382716049382716,33.0
2017,National League,West,San Francisco Giants,64,98,0.3950617283950617,40.0
2018,National League,Central,Chicago Cubs,95,68,0.5828220858895705,1.0
2018,National League,Central,Pittsburgh Pirates,82,79,0.5093167701863354,13.0
2018,National League,Central,Cincinnati Reds,67,95,0.41358024691358025,28.5
2018,National League,West,Arizona Diamondbacks,82,80,0.5061728395061729,9.5
2018,National League,West,San Francisco Giants,73,89,0.4506172839506173,18.5
2018,National League,West,San Diego Padres,66,96,0.4074074074074074,24.5
2019,National League,Central,Chicago Cubs,84,78,0.5185185185185185,"$210,358,488"
2019,National League,Central,Cincinnati Reds,75,87,0.46296296296296297,"$126,423,214"
2019,National League,Central,Pittsburgh Pirates,69,93,0.42592592592592593,"$76,589,154"
2019,National League,West,Arizona Diamondbacks,85,77,0.5246913580246914,"$123,932,983"
2019,National League,West,San Francisco Giants,77,85,0.47530864197530864,"$178,286,222"
2019,National League,West,San Diego Padres,70,92,0.43209876543209874,"$99,205,017"
2020,National League,Central,Chicago Cubs,34,26,0.5666666666666667,--
2020,National League,Central,Cincinnati Reds,31,29,0.5166666666666667,3.0
2020,National League,West,San Diego Padres,37,23,0.6166666666666667,6.0
2020,National League,West,San Francisco Giants,29,31,0.48333333333333334,14.0
2020,National League,West,Arizona Diamondbacks,25,35,0.4166666666666667,18.0
2021,National League,Central,Cincinnati Reds,83,79,0.5123456790123457,12.0
2021,National League,Central,Chicago Cubs,71,91,0.4382716049382716,24.0
2021,National League,Central,Pittsburgh Pirates,61,101,0.3765432098765432,34.0
2021,National League,West,San Francisco Giants,107,55,0.6604938271604939,--
2021,National League,West,San Diego Padres,79,83,0.4876543209876543,28.0
2021,National League,West,Arizona Diamondbacks,52,110,0.32098765432098764,55.0
2022,National League,Central,Chicago Cubs,74,88,0.4567901234567901,19.0
2022,National League,Central,Cincinnati Reds,62,100,0.38271604938271603,31.0
2022,National League,Central,Pittsburgh Pirates,62,100,0.38271604938271603,31.0
2022,National League,West,San Diego Padres,89,73,0.5493827160493827,22.0
2022,National League,West,San Francisco Giants,81,81,0.5,30.0
2022,National League,West,Arizona Diamondbacks,74,88,0.4567901234567901,37.0
2023,National League,Central,Chicago Cubs,83,79,0.5123456790123457,9.0
2023,National League,Central,Cincinnati Reds,82,80,0.5061728395061729,10.0
2023,National League,Central,Pittsburgh Pirates,76,86,0.4691358024691358,16.0
2023,National League,West,Arizona Diamondbacks,84,78,0.5185185185185185,16.0
2023,National League,West,San Diego Padres,82,80,0.5061728395061729,18.0
2023,National League,West,San Francisco Giants,79,83,0.4876543209876543,21.0
2024,National League,Central,Chicago Cubs,83,79,0.5123456790123457,10.0
2024,National League,Central,Cincinnati Reds,77,85,0.47530864197530864,16.0
2024,National League,Central,Pittsburgh Pirates,76,86,0.4691358024691358,17.0
2024,National League,West,San Diego Padres,93,69,0.5740740740740741,5.0
2024,National League,West,Arizona Diamondbacks,89,73,0.5493827160493827,9.0
2024,National League,West,San Francisco Giants,80,82,0.49382716049382713,18.0
2025,National League,Central,Chicago Cubs,45,30,0.6,0
2025,National League,Central,Cincinnati Reds,39,37,0.5131578947368421,6.5
2025,National League,Central,Pittsburgh Pirates,30,47,0.38961038961038963,16.0
2025,National League,West,San Francisco Giants,42,34,0.5526315789473685,4.5
2025,National League,West,San Diego Padres,40,35,0.5333333333333333,6.0
2025,National League,West,Arizona Diamondbacks,38,37,0.5066666666666667,8.0
