year,league,division,team,wins,losses,winning_percentage,games_back
2004,American League,East,Boston Red Sox,98,64,0.6049382716049383,"$125,208,542"
2004,American League,Central,Detroit Tigers,72,90,0.4444444444444444,"$46,353,554"
2004,American League,West,Texas Rangers,89,73,0.5493827160493827,"$54,825,973"
