year,league,division,team,wins,losses,winning_percentage,games_back
1973,American League,East,Boston Red Sox,89,73,0.5493827160493827,.549
1973,American League,East,Detroit Tigers,85,77,0.5246913580246914,.525
1973,American League,West,Texas Rangers,57,105,0.35185185185185186,.352
