year,league,division,team,wins,losses,winning_percentage,games_back
2007,American League,East,Boston Red Sox,96,66,0.5925925925925926,"$143,026,214"
2007,American League,Central,Detroit Tigers,88,74,0.5432098765432098,"$95,180,369"
2007,American League,West,Texas Rangers,75,87,0.46296296296296297,"$68,318,675"
