year,league,division,team,wins,losses,winning_percentage,games_back
2008,American League,East,Tampa Bay Rays,97,65,0.5987654320987654,"$43,820,598"
2008,American League,East,Boston Red Sox,95,67,0.5864197530864198,"$133,440,037"
2008,American League,Central,Detroit Tigers,74,88,0.4567901234567901,"$138,685,197"
2008,American League,West,Texas Rangers,79,83,0.4876543209876543,"$68,239,551"
