year,league,division,team,wins,losses,winning_percentage,games_back
2003,American League,East,Boston Red Sox,95,67,0.5864197530864198,"$99,946,500"
2003,American League,Central,Detroit Tigers,43,119,0.2654320987654321,"$49,168,000"
2003,American League,West,Texas Rangers,71,91,0.4382716049382716,"$103,491,667"
