year,league,division,team,wins,losses,winning_percentage,games_back
1974,American League,East,Boston Red Sox,84,78,0.5185185185185185,.519
1974,American League,East,Detroit Tigers,72,90,0.4444444444444444,.444
1974,American League,West,Texas Rangers,84,76,0.525,.525
