year,league,division,team,wins,losses,winning_percentage,games_back
1981,American League,East,Detroit Tigers,60,49,0.5504587155963303,.550
1981,American League,East,Boston Red Sox,59,49,0.5462962962962963,2½
1981,American League,West,Texas Rangers,57,48,0.5428571428571428,.543
