year,league,division,team,wins,losses,winning_percentage,games_back
2001,American League,East,Boston Red Sox,82,79,0.5093167701863354,"$109,558,908"
2001,American League,Central,Detroit Tigers,66,96,0.4074074074074074,"$49,831,167"
2001,American League,West,Texas Rangers,73,89,0.4506172839506173,"$88,504,421"
