name,url,team,team_url,year,league,statistic,value,stat_type,rank
Cristopher Sánchez,https://www.baseball-almanac.com/players/player.php?p=sanchch01,Philadelphia,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=PHI,2024,National League,Complete Games,2,pitcher,1
Max Fried,https://www.baseball-almanac.com/players/player.php?p=friedma01,Atlanta,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=ATL,2024,National League,Shutouts,1,pitcher,1
Braxton Garrett,https://www.baseball-almanac.com/players/player.php?p=garrebr01,Miami,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=MIA,2024,National League,Shutouts,1,pitcher,1
Aaron Nola,https://www.baseball-almanac.com/players/player.php?p=nolaaa01,Philadelphia,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=PHI,2024,National League,Shutouts,1,pitcher,1
Tyler Phillips,https://www.baseball-almanac.com/players/player.php?p=phillty01,Philadelphia,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=PHI,2024,National League,Shutouts,1,pitcher,1
Luis Severino,https://www.baseball-almanac.com/players/player.php?p=severlu01,New York,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=NYN,2024,National League,Shutouts,1,pitcher,1
Blake Snell,https://www.baseball-almanac.com/players/player.php?p=snellbl01,San Francisco,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=SFN,2024,National League,Shutouts,1,pitcher,1
Los Angeles,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=LAN,1,,2024,National League,Shutouts,1,pitcher,1
Ranger Suárez,https://www.baseball-almanac.com/players/player.php?p=suarera01,Philadelphia,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=PHI,2024,National League,Shutouts,1,pitcher,1
Cristopher Sánchez,https://www.baseball-almanac.com/players/player.php?p=sanchch01,Philadelphia,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=PHI,2024,National League,Shutouts,1,pitcher,1
Logan Webb,https://www.baseball-almanac.com/players/player.php?p=webblo01,San Francisco,https://www.baseball-almanac.com/teamstats/roster.php?y=2024&t=SFN,2024,National League,Shutouts,1,pitcher,1
