year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2024,National League,East,Philadelphia Phillies,95,67,0.586,0,0,
2024,National League,East,Atlanta Braves,89,73,0.549,0,0,
2024,National League,East,New York Mets,89,73,0.549,0,0,
2024,National League,East,Washington Nationals,71,91,0.438,0,0,
2024,National League,East,Miami Marlins,62,100,0.383,0,0,
2024,National League,Central,Milwaukee Brewers,93,69,0.574,0,0,
2024,National League,Central,Chicago Cubs,83,79,0.512,0,0,
2024,National League,Central,St. Louis Cardinals,83,79,0.512,0,0,
2024,National League,Central,Cincinnati Reds,77,85,0.475,0,0,
2024,National League,Central,Pittsburgh Pirates,76,86,0.469,0,0,
2024,National League,West,Los Angeles Dodgers,98,64,0.605,0,0,
2024,National League,West,San Diego Padres,93,69,0.574,0,0,
2024,National League,West,Arizona Diamondbacks,89,73,0.549,0,0,
2024,National League,West,San Francisco Giants,80,82,0.494,0,0,
2024,National League,West,Colorado Rockies,61,101,0.377,0,0,
