year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1971,National League,East,Pittsburgh Pirates,97,65,0.599,.599,0,
1971,National League,East,St. Louis Cardinals,90,72,0.556,.556,0,
1971,National League,East,New York Mets,83,79,0.512,.512,0,
1971,National League,East,Chicago Cubs,83,79,0.512,.512,0,
1971,National League,East,Montreal Expos,71,90,0.441,.441,0,
1971,National League,East,Philadelphia Phillies,67,95,0.414,.414,0,
1971,National League,West,San Francisco Giants,90,72,0.556,.556,0,
1971,National League,West,Los Angeles Dodgers,89,73,0.549,.549,0,
1971,National League,West,Atlanta Braves,82,80,0.506,.506,0,
1971,National League,West,Houston Astros,79,83,0.488,.488,0,
1971,National League,West,Cincinnati Reds,79,83,0.488,.488,0,
1971,National League,West,San Diego Padres,61,100,0.379,.379,0,
