year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1976,National League,East,Philadelphia Phillies,101,61,0.623,.623,0,
1976,National League,East,Pittsburgh Pirates,92,70,0.568,.568,0,
1976,National League,East,New York Mets,86,76,0.531,.531,0,
1976,National League,East,Chicago Cubs,75,87,0.463,.463,0,
1976,National League,East,St. Louis Cardinals,72,90,0.444,.444,0,
1976,National League,East,Montreal Expos,55,107,0.34,.340,0,
1976,National League,West,Cincinnati Reds,102,60,0.63,.630,0,
1976,National League,West,Los Angeles Dodgers,92,70,0.568,.568,0,
1976,National League,West,Houston Astros,80,82,0.494,.494,0,
1976,National League,West,San Francisco Giants,74,88,0.457,.457,0,
1976,National League,West,San Diego Padres,73,89,0.451,.451,0,
1976,National League,West,Atlanta Braves,70,92,0.432,.432,0,
