year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1982,American League,East,Milwaukee Brewers,95,67,0.586,.586,0,
1982,American League,East,Baltimore Orioles,94,68,0.58,.580,0,
1982,American League,East,Boston Red Sox,89,73,0.549,.549,0,
1982,American League,East,Detroit Tigers,83,79,0.512,.512,0,
1982,American League,East,New York Yankees,79,83,0.488,.488,0,
1982,American League,East,Toronto Blue Jays,78,84,0.481,.481,0,
1982,American League,East,Cleveland Indians,78,84,0.481,.481,0,
1982,American League,West,California Angels,93,69,0.574,.574,0,
1982,American League,West,Kansas City Royals,90,72,0.556,.556,0,
1982,American League,West,Chicago White Sox,87,75,0.537,.537,0,
1982,American League,West,Seattle Mariners,76,86,0.469,.469,0,
1982,American League,West,Oakland Athletics,68,94,0.42,.420,0,
1982,American League,West,Texas Rangers,64,98,0.395,.395,0,
1982,American League,West,Minnesota Twins,60,102,0.37,.370,0,
