year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1983,National League,East,Philadelphia Phillies,90,72,0.556,.556,0,
1983,National League,East,Pittsburgh Pirates,84,78,0.519,.519,0,
1983,National League,East,Montreal Expos,82,80,0.506,.506,0,
1983,National League,East,St. Louis Cardinals,79,83,0.488,.488,0,
1983,National League,East,Chicago Cubs,71,91,0.438,.438,0,
1983,National League,East,New York Mets,68,94,0.42,.420,0,
1983,National League,West,Los Angeles Dodgers,91,71,0.562,.562,0,
1983,National League,West,Atlanta Braves,88,74,0.543,.543,0,
1983,National League,West,Houston Astros,85,77,0.525,.525,0,
1983,National League,West,San Diego Padres,81,81,0.5,.500,0,
1983,National League,West,San Francisco Giants,79,83,0.488,.488,0,
1983,National League,West,Cincinnati Reds,74,88,0.457,.457,0,
