year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1989,American League,East,Toronto Blue Jays,89,73,0.549,.549,0,
1989,American League,East,Baltimore Orioles,87,75,0.537,.537,0,
1989,American League,East,Boston Red Sox,83,79,0.512,.512,0,
1989,American League,East,Milwaukee Brewers,81,81,0.5,.500,0,
1989,American League,East,New York Yankees,74,87,0.46,.460,0,
1989,American League,East,Cleveland Indians,73,89,0.451,.451,0,
1989,American League,East,Detroit Tigers,59,103,0.364,.364,0,
1989,American League,West,Oakland Athletics,99,63,0.611,.611,0,
1989,American League,West,Kansas City Royals,92,70,0.568,.568,0,
1989,American League,West,California Angels,91,71,0.562,.562,0,
1989,American League,West,Texas Rangers,83,79,0.512,.512,0,
1989,American League,West,Minnesota Twins,80,82,0.494,.494,0,
1989,American League,West,Seattle Mariners,73,89,0.451,.451,0,
1989,American League,West,Chicago White Sox,69,92,0.429,.429,0,
