year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1980,National League,East,Philadelphia Phillies,91,71,0.562,.562,0,
1980,National League,East,Montreal Expos,90,72,0.556,.556,0,
1980,National League,East,Pittsburgh Pirates,83,79,0.512,.512,0,
1980,National League,East,St. Louis Cardinals,74,88,0.457,.457,0,
1980,National League,East,New York Mets,67,95,0.414,.414,0,
1980,National League,East,Chicago Cubs,64,98,0.395,.395,0,
1980,National League,West,Houston Astros,93,70,0.571,.571,0,
1980,National League,West,Los Angeles Dodgers,92,71,0.564,.564,0,
1980,National League,West,Cincinnati Reds,89,73,0.549,.549,0,
1980,National League,West,Atlanta Braves,81,80,0.503,.503,0,
1980,National League,West,San Francisco Giants,75,86,0.466,.466,0,
1980,National League,West,San Diego Padres,73,89,0.451,.451,0,
