year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2021,American League,East,Tampa Bay Rays,100,62,0.617,0,0,
2021,American League,East,Boston Red Sox,92,70,0.568,0,0,
2021,American League,East,New York Yankees,92,70,0.568,0,0,
2021,American League,East,Toronto Blue Jays,91,71,0.562,0,0,
2021,American League,East,Baltimore Orioles,52,110,0.321,0,0,
2021,American League,Central,Chicago White Sox,93,69,0.586,0,0,
2021,American League,Central,Cleveland Indians,80,82,0.494,0,0,
2021,American League,Central,Detroit Tigers,77,85,0.475,0,0,
2021,American League,Central,Kansas City Royals,74,88,0.457,0,0,
2021,American League,Central,Minnesota Twins,73,89,0.451,0,0,
2021,American League,West,Houston Astros,95,67,0.586,0,0,
2021,American League,West,Seattle Mariners,90,72,0.556,0,0,
2021,American League,West,Oakland Athletics,86,76,0.531,0,0,
2021,American League,West,Los Angeles Angels,77,85,0.754,0,0,
2021,American League,West,Texas Rangers,60,102,0.37,0,0,
