year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1999,American League,East,New York Yankees,98,64,0.605,.605,0,
1999,American League,East,Boston Red Sox,94,68,0.58,.580,0,
1999,American League,East,Toronto Blue Jays,84,78,0.519,.519,0,
1999,American League,East,Baltimore Orioles,78,84,0.481,.481,0,
1999,American League,East,Tampa Bay Devil Rays,69,93,0.426,.426,0,
1999,American League,Central,Cleveland Indians,97,65,0.599,.599,0,
1999,American League,Central,Chicago White Sox,75,86,0.466,.466,0,
1999,American League,Central,Detroit Tigers,69,92,0.429,.429,0,
1999,American League,Central,Kansas City Royals,64,97,0.398,.398,0,
1999,American League,Central,Minnesota Twins,63,97,0.394,.394,0,
1999,American League,West,Texas Rangers,95,67,0.586,.586,0,
1999,American League,West,Oakland Athletics,87,75,0.537,.537,0,
1999,American League,West,Seattle Mariners,79,83,0.488,.488,0,
1999,American League,West,Anaheim Angels,70,92,0.432,.432,0,
