year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1898,National League,League,Boston Beaneaters,102,47,0.685,.685,0,
1898,National League,League,Baltimore Orioles,96,53,0.644,.644,0,
1898,National League,League,Cincinnati Reds,92,60,0.605,.605,0,
1898,National League,League,Chicago Orphans,85,65,0.567,.567,0,
1898,National League,League,Cleveland Spiders,81,68,0.544,.544,0,
1898,National League,League,Philadelphia Phillies,78,71,0.523,.523,0,
1898,National League,League,New York Giants,77,73,0.513,.513,0,
1898,National League,League,Pittsburgh Pirates,72,76,0.486,.486,0,
1898,National League,League,Louisville Colonels,70,81,0.464,.464,0,
1898,National League,League,Brooklyn Bridegrooms,54,91,0.372,.372,0,
1898,National League,League,Washington Senators,51,101,0.336,.336,0,
1898,National League,League,St. Louis Browns,39,111,0.26,.260,0,
