year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2025,American League,East,New York Yankees,43,32,0.573,0,0,
2025,American League,East,Tampa Bay Rays,42,34,0.553,0,0,
2025,American League,East,Toronto Blue Jays,40,35,0.533,0,0,
2025,American League,East,Boston Red Sox,40,37,0.519,0,0,
2025,American League,East,Baltimore Orioles,33,42,0.44,0,0,
2025,American League,Central,Detroit Tigers,48,29,0.623,0,0,
2025,American League,Central,Kansas City Royals,38,38,0.5,0,0,
2025,American League,Central,Cleveland Guardians,37,37,0.5,0,0,
2025,American League,Central,Minnesota Twins,37,38,0.493,0,0,
2025,American League,Central,Chicago White Sox,24,52,0.316,0,0,
2025,American League,West,Houston Astros,44,32,0.579,0,0,
2025,American League,West,Seattle Mariners,38,36,0.514,0,0,
2025,American League,West,Texas Rangers,37,39,0.487,0,0,
2025,American League,West,Los Angeles Angels,36,39,0.48,0,0,
2025,American League,West,Athletics,32,46,0.41,0,0,
