year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1992,National League,East,Pittsburgh Pirates,96,66,0.593,.593,0,
1992,National League,East,Montreal Expos,87,75,0.537,.537,0,
1992,National League,East,St. Louis Cardinals,83,79,0.512,.512,0,
1992,National League,East,Chicago Cubs,78,84,0.481,.481,0,
1992,National League,East,New York Mets,72,90,0.444,.444,0,
1992,National League,East,Philadelphia Phillies,70,92,0.432,.432,0,
1992,National League,West,Atlanta Braves,98,64,0.605,.605,0,
1992,National League,West,Cincinnati Reds,90,72,0.556,.556,0,
1992,National League,West,San Diego Padres,82,80,0.506,.506,0,
1992,National League,West,Houston Astros,81,81,0.5,.500,0,
1992,National League,West,San Francisco Giants,72,90,0.444,.444,0,
1992,National League,West,Los Angeles Dodgers,63,99,0.389,.389,0,
