year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1983,American League,East,Baltimore Orioles,98,64,0.605,.605,0,
1983,American League,East,Detroit Tigers,92,70,0.568,.568,0,
1983,American League,East,New York Yankees,91,71,0.562,.562,0,
1983,American League,East,Toronto Blue Jays,89,73,0.549,.549,0,
1983,American League,East,Milwaukee Brewers,87,75,0.537,.537,0,
1983,American League,East,Boston Red Sox,78,84,0.481,.481,0,
1983,American League,East,Cleveland Indians,70,92,0.432,.432,0,
1983,American League,West,Chicago White Sox,99,63,0.611,.611,0,
1983,American League,West,Kansas City Royals,79,83,0.488,.488,0,
1983,American League,West,Texas Rangers,77,85,0.475,.475,0,
1983,American League,West,Oakland Athletics,74,88,0.457,.457,0,
1983,American League,West,California Angels,70,92,0.432,.432,0,
1983,American League,West,Minnesota Twins,70,92,0.432,.432,0,
1983,American League,West,Seattle Mariners,60,102,0.37,.370,0,
