year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2003,American League,East,New York Yankees,101,61,0.623,1,0,
2003,American League,East,Boston Red Sox,95,67,0.586,0,0,
2003,American League,East,Toronto Blue Jays,86,76,0.531,0,0,
2003,American League,East,Baltimore Orioles,71,91,0.438,1,0,
2003,American League,East,Tampa Bay Devil Rays,63,99,0.389,0,0,
2003,American League,Central,Minnesota Twins,90,72,0.556,0,0,
2003,American League,Central,Chicago White Sox,86,76,0.531,0,0,
2003,American League,Central,Kansas City Royals,83,79,0.512,0,0,
2003,American League,Central,Cleveland Indians,68,94,0.42,0,0,
2003,American League,Central,Detroit Tigers,43,119,0.265,0,0,
2003,American League,West,Oakland Athletics,96,66,0.593,0,0,
2003,American League,West,Seattle Mariners,93,69,0.574,0,0,
2003,American League,West,Anaheim Angels,77,85,0.475,0,0,
2003,American League,West,Texas Rangers,71,91,0.438,0,0,
