year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2008,American League,East,Tampa Bay Rays,97,65,0.599,0,0,
2008,American League,East,Boston Red Sox,95,67,0.586,0,0,
2008,American League,East,New York Yankees,89,73,0.549,0,0,
2008,American League,East,Toronto Blue Jays,86,76,0.531,0,0,
2008,American League,East,Baltimore Orioles,68,93,0.422,0,0,
2008,American League,Central,Chicago White Sox,89,74,0.546,0,0,
2008,American League,Central,Minnesota Twins,88,75,0.54,0,0,
2008,American League,Central,Cleveland Indians,81,81,0.5,0,0,
2008,American League,Central,Kansas City Royals,75,87,0.463,0,0,
2008,American League,Central,Detroit Tigers,74,88,0.457,0,0,
2008,American League,West,Los Angeles Angels,100,62,0.617,0,0,
2008,American League,West,Texas Rangers,79,83,0.488,0,0,
2008,American League,West,Oakland Athletics,75,86,0.466,0,0,
2008,American League,West,Seattle Mariners,61,101,0.377,0,0,
