year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2010,American League,East,Tampa Bay Rays,96,66,0.593,0,0,
2010,American League,East,New York Yankees,95,67,0.586,0,0,
2010,American League,East,Boston Red Sox,89,73,0.549,0,0,
2010,American League,East,Toronto Blue Jays,85,77,0.525,0,0,
2010,American League,East,Baltimore Orioles,66,96,0.407,0,0,
2010,American League,Central,Minnesota Twins,94,68,0.58,0,0,
2010,American League,Central,Chicago White Sox,88,74,0.543,0,0,
2010,American League,Central,Detroit Tigers,81,81,0.5,0,0,
2010,American League,Central,Cleveland Indians,69,93,0.426,0,0,
2010,American League,Central,Kansas City Royals,67,95,0.414,0,0,
2010,American League,West,Texas Rangers,90,72,0.556,0,0,
2010,American League,West,Oakland Athletics,81,81,0.5,0,0,
2010,American League,West,Los Angeles Angels,80,82,0.494,0,0,
2010,American League,West,Seattle Mariners,61,101,0.377,0,0,
