year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1995,American League,East,Boston Red Sox,86,58,0.597,.597,0,
1995,American League,East,New York Yankees,79,65,0.549,.549,0,
1995,American League,East,Baltimore Orioles,71,73,0.493,.493,0,
1995,American League,East,Detroit Tigers,60,84,0.417,.417,0,
1995,American League,East,Toronto Blue Jays,56,88,0.389,.389,0,
1995,American League,Central,Cleveland Indians,100,44,0.694,.694,0,
1995,American League,Central,Kansas City Royals,70,74,0.486,.486,0,
1995,American League,Central,Chicago White Sox,68,76,0.472,.472,0,
1995,American League,Central,Milwaukee Brewers,65,79,0.451,.451,0,
1995,American League,Central,Minnesota Twins,56,88,0.389,.389,0,
1995,American League,West,Seattle Mariners,79,66,0.545,.545,0,
1995,American League,West,California Angels,78,67,0.538,.538,0,
1995,American League,West,Texas Rangers,74,70,0.514,.514,0,
1995,American League,West,Oakland Athletics,67,77,0.465,.465,0,
