year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2013,National League,East,Atlanta Braves,96,66,0.593,0,0,
2013,National League,East,Washington Nationals,86,76,0.531,0,0,
2013,National League,East,New York Mets,74,88,0.457,0,0,
2013,National League,East,Philadelphia Phillies,73,89,0.451,0,0,
2013,National League,East,Miami Marlins,62,100,0.383,0,0,
2013,National League,Central,St. Louis Cardinals,97,65,0.599,0,0,
2013,National League,Central,Pittsburgh Pirates,94,68,0.58,0,0,
2013,National League,Central,Cincinnati Reds,90,72,0.556,0,0,
2013,National League,Central,Milwaukee Brewers,74,88,0.457,0,0,
2013,National League,Central,Chicago Cubs,66,96,0.0,0,0,
2013,National League,West,Los Angeles Dodgers,92,70,0.568,0,0,
2013,National League,West,Arizona Diamondbacks,81,81,0.5,0,0,
2013,National League,West,San Diego Padres,76,86,0.469,0,0,
2013,National League,West,San Francisco Giants,76,86,0.469,0,0,
2013,National League,West,Colorado Rockies,74,88,0.457,0,0,
