year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1990,American League,East,Boston Red Sox,88,74,0.543,.543,0,
1990,American League,East,Toronto Blue Jays,86,76,0.531,.531,0,
1990,American League,East,Detroit Tigers,79,83,0.488,.488,0,
1990,American League,East,Cleveland Indians,77,85,0.475,.475,0,
1990,American League,East,Baltimore Orioles,76,85,0.472,.472,0,
1990,American League,East,Milwaukee Brewers,74,88,0.457,.457,0,
1990,American League,East,New York Yankees,67,95,0.414,.414,0,
1990,American League,West,Oakland Athletics,103,59,0.636,.636,0,
1990,American League,West,Chicago White Sox,94,68,0.58,.580,0,
1990,American League,West,Texas Rangers,83,79,0.512,.512,0,
1990,American League,West,California Angels,80,82,0.494,.494,0,
1990,American League,West,Seattle Mariners,77,85,0.475,.475,0,
1990,American League,West,Kansas City Royals,75,86,0.466,.466,0,
1990,American League,West,Minnesota Twins,74,88,0.457,.457,0,
