year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1984,American League,East,Detroit Tigers,104,58,0.642,.642,0,
1984,American League,East,Toronto Blue Jays,89,73,0.549,.549,0,
1984,American League,East,New York Yankees,87,75,0.537,.537,0,
1984,American League,East,Boston Red Sox,86,76,0.531,.531,0,
1984,American League,East,Baltimore Orioles,85,77,0.525,.525,0,
1984,American League,East,Cleveland Indians,75,87,0.463,.463,0,
1984,American League,East,Milwaukee Brewers,67,94,0.416,.416,0,
1984,American League,West,Kansas City Royals,84,78,0.519,.519,0,
1984,American League,West,California Angels,81,81,0.5,.500,0,
1984,American League,West,Minnesota Twins,81,81,0.5,.500,0,
1984,American League,West,Oakland Athletics,77,85,0.475,.475,0,
1984,American League,West,Seattle Mariners,74,88,0.757,.757,0,
1984,American League,West,Chicago White Sox,74,88,0.457,.457,0,
1984,American League,West,Texas Rangers,69,92,0.429,.429,0,
