year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2011,American League,East,New York Yankees,97,65,0.599,0,0,
2011,American League,East,Tampa Bay Rays,91,71,0.562,0,0,
2011,American League,East,Boston Red Sox,90,72,0.556,0,0,
2011,American League,East,Toronto Blue Jays,81,81,0.5,0,0,
2011,American League,East,Baltimore Orioles,69,93,0.426,0,0,
2011,American League,Central,Detroit Tigers,95,67,0.586,0,0,
2011,American League,Central,Cleveland Indians,80,82,0.494,0,0,
2011,American League,Central,Chicago White Sox,79,83,0.488,0,0,
2011,American League,Central,Kansas City Royals,71,91,0.438,0,0,
2011,American League,Central,Minnesota Twins,63,99,0.389,0,0,
2011,American League,West,Texas Rangers,96,66,0.593,0,0,
2011,American League,West,Los Angeles Angels,86,76,0.531,0,0,
2011,American League,West,Oakland Athletics,74,88,0.457,0,0,
2011,American League,West,Seattle Mariners,67,95,0.414,0,0,
