year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2020,American League,East,Tampa Bay Rays,40,20,0.667,0,0,
2020,American League,East,New York Yankees,33,27,0.55,0,0,
2020,American League,East,Toronto Blue Jays,32,28,0.533,0,0,
2020,American League,East,Baltimore Orioles,25,35,0.417,0,0,
2020,American League,East,Boston Red Sox,24,36,0.4,0,0,
2020,American League,Central,Minnesota Twins,36,24,0.6,0,0,
2020,American League,Central,Chicago White Sox,35,25,0.583,0,0,
2020,American League,Central,Cleveland Indians,35,25,0.583,0,0,
2020,American League,Central,Kansas City Royals,26,34,0.433,0,0,
2020,American League,Central,Detroit Tigers,23,35,0.397,0,0,
2020,American League,West,Oakland Athletics,36,24,0.6,0,0,
2020,American League,West,Houston Astros,29,31,0.483,0,0,
2020,American League,West,Seattle Mariners,27,33,0.45,0,0,
2020,American League,West,Los Angeles Angels,26,34,0.433,0,0,
2020,American League,West,Texas Rangers,22,38,0.367,0,0,
