year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1985,National League,East,St. Louis Cardinals,101,61,0.623,.623,0,
1985,National League,East,New York Mets,98,64,0.605,.605,0,
1985,National League,East,Montreal Expos,84,77,0.522,.522,0,
1985,National League,East,Chicago Cubs,77,84,0.478,.478,0,
1985,National League,East,Philadelphia Phillies,75,87,0.463,.463,0,
1985,National League,East,Pittsburgh Pirates,57,104,0.354,.354,0,
1985,National League,West,Los Angeles Dodgers,95,67,0.586,.586,0,
1985,National League,West,Cincinnati Reds,89,72,0.553,.553,0,
1985,National League,West,San Diego Padres,83,79,0.512,.512,0,
1985,National League,West,Houston Astros,83,79,0.512,.512,0,
1985,National League,West,Atlanta Braves,66,96,0.407,.407,0,
1985,National League,West,San Francisco Giants,62,100,0.383,.383,0,
