year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2013,American League,East,Boston Red Sox,97,65,0.599,0,0,
2013,American League,East,Tampa Bay Rays,92,71,0.564,0,0,
2013,American League,East,Baltimore Orioles,85,77,0.525,0,0,
2013,American League,East,New York Yankees,85,77,0.525,0,0,
2013,American League,East,Toronto Blue Jays,74,88,0.457,0,0,
2013,American League,Central,Detroit Tigers,93,69,0.574,0,0,
2013,American League,Central,Cleveland Indians,92,70,0.568,0,0,
2013,American League,Central,Kansas City Royals,86,76,0.531,0,0,
2013,American League,Central,Minnesota Twins,66,96,0.407,0,0,
2013,American League,Central,Chicago White Sox,63,99,0.389,0,0,
2013,American League,West,Oakland Athletics,96,66,0.593,0,0,
2013,American League,West,Texas Rangers,91,72,0.558,0,0,
2013,American League,West,Los Angeles Angels,78,84,0.481,0,0,
2013,American League,West,Seattle Mariners,71,91,0.438,0,0,
2013,American League,West,Houston Astros,51,111,0.315,0,0,
