year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1971,American League,East,Baltimore Orioles,101,57,0.639,.639,0,
1971,American League,East,Detroit Tigers,91,71,0.562,.562,0,
1971,American League,East,Boston Red Sox,85,77,0.525,.525,0,
1971,American League,East,New York Yankees,82,80,0.506,.506,0,
1971,American League,East,Washington Senators,63,96,0.396,.396,0,
1971,American League,East,Cleveland Indians,60,102,0.37,.370,0,
1971,American League,West,Oakland Athletics,101,60,0.627,.627,0,
1971,American League,West,Kansas City Royals,85,76,0.528,.528,0,
1971,American League,West,Chicago White Sox,79,83,0.488,.488,0,
1971,American League,West,California Angels,76,86,0.469,.469,0,
1971,American League,West,Minnesota Twins,74,86,0.463,.463,0,
1971,American League,West,Milwaukee Brewers,69,92,0.429,.429,0,
