year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1986,American League,East,Boston Red Sox,95,66,0.59,.590,0,
1986,American League,East,New York Yankees,90,72,0.556,.556,0,
1986,American League,East,Detroit Tigers,87,75,0.537,.537,0,
1986,American League,East,Toronto Blue Jays,86,76,0.531,.531,0,
1986,American League,East,Cleveland Indians,84,78,0.519,.519,0,
1986,American League,East,Milwaukee Brewers,77,84,0.478,.478,0,
1986,American League,East,Baltimore Orioles,73,89,0.451,.451,0,
1986,American League,West,California Angels,92,70,0.568,.568,0,
1986,American League,West,Texas Rangers,87,75,0.537,.537,0,
1986,American League,West,Kansas City Royals,76,86,0.469,.469,0,
1986,American League,West,Oakland Athletics,76,86,0.469,.469,0,
1986,American League,West,Chicago White Sox,72,90,0.444,.444,0,
1986,American League,West,Minnesota Twins,71,91,0.438,.438,0,
1986,American League,West,Seattle Mariners,67,95,0.414,.414,0,
