year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1968,American League,League,Detroit Tigers,103,59,0.636,.636,0,
1968,American League,League,Baltimore Orioles,91,71,0.562,.562,0,
1968,American League,League,Cleveland Indians,86,75,0.534,.534,0,
1968,American League,League,Boston Red Sox,86,76,0.531,.531,0,
1968,American League,League,New York Yankees,83,79,0.512,.512,0,
1968,American League,League,Oakland Athletics,82,80,0.506,.506,0,
1968,American League,League,Minnesota Twins,79,83,0.488,.488,0,
1968,American League,League,California Angels,67,95,0.414,.414,0,
1968,American League,League,Chicago White Sox,67,95,0.414,.414,0,
1968,American League,League,Washington Senators,65,96,0.404,.404,0,
