year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1976,American League,East,New York Yankees,97,62,0.61,.610,0,
1976,American League,East,Baltimore Orioles,88,74,0.543,.543,0,
1976,American League,East,Boston Red Sox,83,79,0.512,.512,0,
1976,American League,East,Cleveland Indians,81,78,0.509,.509,0,
1976,American League,East,Detroit Tigers,74,87,0.46,.460,0,
1976,American League,East,Milwaukee Brewers,66,95,0.41,.410,0,
1976,American League,West,Kansas City Royals,90,72,0.556,.556,0,
1976,American League,West,Oakland Athletics,87,74,0.54,.540,0,
1976,American League,West,Minnesota Twins,85,77,0.525,.525,0,
1976,American League,West,Texas Rangers,76,86,0.469,.469,0,
1976,American League,West,California Angels,76,86,0.469,.469,0,
1976,American League,West,Chicago White Sox,64,97,0.398,.398,0,
