year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1998,American League,East,New York Yankees,114,48,0.704,.704,0,
1998,American League,East,Boston Red Sox,92,70,0.568,.568,0,
1998,American League,East,Toronto Blue Jays,88,74,0.543,.543,0,
1998,American League,East,Baltimore Orioles,79,83,0.488,.488,0,
1998,American League,East,Tampa Bay Devil Rays,63,99,0.389,.389,0,
1998,American League,Central,Cleveland Indians,89,73,0.549,.549,0,
1998,American League,Central,Chicago White Sox,80,82,0.494,.494,0,
1998,American League,Central,Kansas City Royals,72,89,0.447,.447,0,
1998,American League,Central,Minnesota Twins,70,92,0.432,.432,0,
1998,American League,Central,Detroit Tigers,65,97,0.401,.401,0,
1998,American League,West,Texas Rangers,88,74,0.543,.543,0,
1998,American League,West,Anaheim Angels,85,77,0.525,.525,0,
1998,American League,West,Seattle Mariners,76,85,0.472,.472,0,
1998,American League,West,Oakland Athletics,74,88,0.457,.457,0,
