year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1987,National League,East,Pittsburgh Pirates,80,82,494.0,15,,,National League 1876-2004
1987,National League,East,Chicago Cubs,76,85,472.0,18½,,,National League 1876-2004
1987,National League,West,San Francisco Giants,90,72,556.0,0,,,National League 1876-2004
1987,National League,West,Cincinnati Reds,84,78,519.0,6,,,National League 1876-2004
1987,National League,West,Houston Astros,76,86,469.0,14,,,National League 1876-2004
1987,National League,West,San Diego Padres,65,97,401.0,25,,,National League 1876-2004
