year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1912,National League,League,Pittsburgh Pirates,93,58,616.0,10,,,National League 1876-2004
1912,National League,League,Chicago Cubs,91,59,607.0,11½,,,National League 1876-2004
1912,National League,League,Cincinnati Reds,75,78,490.0,29,,,National League 1876-2004
1912,National League,League,Boston Braves,52,101,340.0,52,,,National League 1876-2004
