year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1939,American League,League,Boston Red Sox,89,62,589.0,17,,,American League 1901-2001
1939,American League,League,Detroit Tigers,81,73,526.0,26½,,,American League 1901-2001
