year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
2001,American League,East,Boston Red Sox,82,79,509.0,13½,,,American League 1901-2001
2001,American League,Central,Detroit Tigers,66,96,407.0,25,,,American League 1901-2001
2001,American League,West,Texas Rangers,73,89,451.0,43,,,American League 1901-2001
