year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1883,National League,League,Boston Beaneaters,63,35,643.0,0,,,National League 1876-2004
1883,National League,League,Providence Grays,58,40,592.0,5,,,National League 1876-2004
