year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1930,National League,League,Chicago Cubs,90,64,584.0,2,,,National League 1876-2004
1930,National League,League,Pittsburgh Pirates,80,74,519.0,12,,,National League 1876-2004
1930,National League,League,Boston Braves,70,84,455.0,22,,,National League 1876-2004
1930,National League,League,Cincinnati Reds,59,95,383.0,33,,,National League 1876-2004
