year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1960,American League,League,Detroit Tigers,71,83,461.0,26,,,American League 1901-2001
1960,American League,League,Boston Red Sox,65,89,422.0,32,,,American League 1901-2001
