year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1907,American League,League,Detroit Tigers,92,58,613.0,0,,,American League 1901-2001
1907,American League,League,Boston Americans,59,90,396.0,32½,,,American League 1901-2001
