year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1878,National League,League,Boston Red Caps,41,19,683.0,0,,,National League 1876-2004
1878,National League,League,Cincinnati Reds,37,23,617.0,4,,,National League 1876-2004
1878,National League,League,Providence Grays,33,27,550.0,8,,,National League 1876-2004
