year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1923,National League,League,Cincinnati Reds,91,63,591.0,4½,,,National League 1876-2004
1923,National League,League,Pittsburgh Pirates,87,67,565.0,8½,,,National League 1876-2004
1923,National League,League,Chicago Cubs,83,71,539.0,12½,,,National League 1876-2004
1923,National League,League,Boston Braves,54,100,351.0,41½,,,National League 1876-2004
