year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1921,National League,League,Pittsburgh Pirates,90,63,588.0,4,,,National League 1876-2004
1921,National League,League,Boston Braves,79,74,516.0,15,,,National League 1876-2004
1921,National League,League,Cincinnati Reds,70,83,458.0,24,,,National League 1876-2004
1921,National League,League,Chicago Cubs,64,89,418.0,30,,,National League 1876-2004
