year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1884,National League,League,Providence Grays,84,28,750.0,0,,,National League 1876-2004
1884,National League,League,Boston Beaneaters,73,38,658.0,10½,,,National League 1876-2004
