year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1986,American League,East,Boston Red Sox,95,66,590.0,0,,,American League 1901-2001
1986,American League,East,Detroit Tigers,87,75,537.0,8½,,,American League 1901-2001
1986,American League,West,Texas Rangers,87,75,537.0,5,,,American League 1901-2001
