year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1961,American League,League,Detroit Tigers,101,61,623.0,8,,,American League 1901-2001
1961,American League,League,Boston Red Sox,76,86,469.0,33,,,American League 1901-2001
