year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1985,American League,East,Detroit Tigers,84,77,522.0,15,,,American League 1901-2001
1985,American League,East,Boston Red Sox,81,81,500.0,18½,,,American League 1901-2001
1985,American League,West,Texas Rangers,62,99,385.0,28½,,,American League 1901-2001
