year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll,pattern_used
1960,National League,League,Pittsburgh Pirates,95,59,617.0,0,,,National League 1876-2004
1960,National League,League,San Francisco Giants,79,75,513.0,16,,,National League 1876-2004
1960,National League,League,Cincinnati Reds,67,87,435.0,28,,,National League 1876-2004
1960,National League,League,Chicago Cubs,60,94,390.0,35,,,National League 1876-2004
